id,discipline,department,speciality_id
497,Коллоидная химия,БМТ3,19.03.01_01
498,Методы выделения БАВ из природного сырья,БМТ3,19.03.01_01
499,Основы моделирования биотехнологических систем,БМТ3,19.03.01_01
500,Физико-химические методы молекулярного анализа,БМТ3,19.03.01_01
501,Использование методов биотехнологии в производстве БАВ,БМТ3,19.03.01_01
502,Основы биотехнологических производств,БМТ3,19.03.01_01
503,Основы менеджмента качества биотехнологической продукции,БМТ3,19.03.01_01
504,Современные биотехнологии,БМТ3,19.03.01_01
505,Управление предприятием,БМТ3,19.03.01_01
506,Организация научных исследований,БМТ3,19.03.01_01
507,ДВ №1 (основная) : Элективный курс по физической культуре и спорту,ФВ,19.03.01_01
508,ДВ №2 (основная) : Теория вероятностей,БМТ1,19.03.01_01
509,ДВ №2: Теория случайных процессов,БМТ1,19.03.01_01
510,ДВ №3 (основная) : Конструкционные и биоматериалы,БМТ3,19.03.01_01
511,ДВ №3: Биоматериаловедение,БМТ3,19.03.01_01
512,Научно-исследовательская работа (получение первичных навыков научно-исследовательской работы),БМТ3,19.03.01_01
513,Научно-исследовательская работа,БМТ3,19.03.01_01
514,Технологическая практика,БМТ3,19.03.01_01
515,Научно-исследовательская работа,БМТ3,19.03.01_01
516,Эксплуатационная практика,БМТ3,19.03.01_01
517,Учебно-технологический практикум,РЛ6,19.03.01_01
518,Преддипломная практика,БМТ3,19.03.01_01
519,Подготовка и защита ВКР,БМТ3,19.03.01_01
520,Иностранный язык,Л2,38.03.01_01
521,Информатика,ИУ7,38.03.01_01
522,История России,СГН1,38.03.01_01
523,Линейная алгебра и аналитическая геометрия,ФН1,38.03.01_01
524,Математический анализ,ФН1,38.03.01_01
525,Микроэкономика,ИБМ1,38.03.01_01
526,Учебно-технологический практикум по организации производства,МТ13,38.03.01_01
527,Физическая культура и спорт,ФВ,38.03.01_01
528,Финансы,ИБМ5,38.03.01_01
529,Экономика предприятия,ИБМ2,38.03.01_01
530,Макроэкономика,ИБМ1,38.03.01_01
531,Менеджмент,ИБМ4,38.03.01_01
532,Основы теории вероятностей и математической статистики,ФН1,38.03.01_01
533,Эконометрика,ИБМ2,38.03.01_01
534,Бухгалтерский учёт и анализ,ИБМ2,38.03.01_01
535,Информационные технологии в экономике,ИБМ4,38.03.01_01
536,Корпоративные финансы,ИБМ5,38.03.01_01
537,Правоведение,ЮР,38.03.01_01
538,Статистика,ИБМ2,38.03.01_01
539,Маркетинг,ИБМ3,38.03.01_01
540,Организация производства,ИБМ2,38.03.01_01
541,Теория отраслевых рынков,ИБМ1,38.03.01_01
542,Социология,СГН2,38.03.01_01
543,Русский язык делового общения,Л1,38.03.01_01
